name,permalink,perfect_match,schools,school_subjects,job_titles,founded_on,location,undisclosed_amount,fund 0,categories,fund 1,fund 2,fund 3,fund 4,fund 5,fund 6,fund 7,fund 8,fund 9,fund 10,fund 11,fund 12,fund 13,fund 14,fund 15,fund 16,fund 17,fund 18,fund 19,fund 20,fund 21,fund 22,fund 23,fund 24,fund 25,num_fund_rounds
Grazitti Interactive,grazitti-interactive,no,,,CTO,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
HyTrust,hytrust,no,"university-of-california-davis, university-of-california-davis, moscow-institute-of-physics-and-technology","Technology Marketing, Computer Engineering, physics of semiconductors","co-founder and Vice President of Marketing, CMO, Head of Product",2007,"Mountain View, California",no,2017:36000000,"Cyber Security, Infrastructure, Security, Software",2016:5000000,2015:25000000,2015:8000000,2013:18500000,2010:10500000,2009:5500000,,,,,,,,,,,,,,,,,,,,7
Paragon Studios,paragon-studios,no,,,,2007,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pyke,pyke,no,,,,2007,"Mountain View, California",yes,0,"Information Technology, Service Industry, Software, Technical Support",,,,,,,,,,,,,,,,,,,,,,,,,,1
reCAPTCHA,recaptcha,no,"carnegie-mellon-university, duke-university","Computer Science, Mathematics","CEO & Co-Founder, Professor, Founder",2007,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Revolution Analytics,revolution-computing,no,,,"Director of Engineering, Founder",2007,"Mountain View, California",no,2014:8000000,"Analytics, Big Data, Cloud Computing, Open Source, Software",2013:16300000,2011:4700000,2010:8600000,2009:9000000,2009:1000,2009:1500000,2009:3000000,2007:4000000,,,,,,,,,,,,,,,,,,9
SueEasy,sueeasy,no,,,"Managing Director, CEO, Co-Founder, Managing Director, Managing Director",2007,"Mountain View, California",no,2008:75000,"Consulting, Legal, Online Portals",2008:45000,2007:15000,,,,,,,,,,,,,,,,,,,,,,,,3
TripKick,tripkick,no,,,President/Co-Founder,2007,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ActionRun,actionrun,no,,,"Co-Founder & CEO, Large Account Sales and Management",2008,"Mountain View, California",no,2011:1510005,"Dental, Electronic Health Record (EHR), Health Care, Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
Animeeple,animeeple,no,"university-of-california-berkeley, stanford-university, stanford-university","Computer Science, Computer Science, Computer Science","Director, Input Experience, Co-Founder and CTO",2008,"Mountain View, California",no,2010:150000,"3D Technology, Content",,,,,,,,,,,,,,,,,,,,,,,,,,1
CaloryGuard,caloryguard,no,university-of-bremen-2,unknown,"VP of Engineering, Senior Director of Engineering, CEO and Founder, Senior Director of Engineering",2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Clean Wave Technologies,clean-wave-technologies,no,"university-of-california-berkeley, university-of-california-berkeley","Material Science, Material Science","V.P. Engineering & Operations, President",2008,"Mountain View, California",no,2015:1000000,"Clean Energy, Electric Vehicle, Renewable Energy",2014:8762152,2009:1850000,,,,,,,,,,,,,,,,,,,,,,,,3
Clever Sense,cellixis,no,,,"Advisor, Co-founder & CTO",2008,"Mountain View, California",no,2011:1000000,"Information Technology, Machine Learning, Mobile Apps",2010:1000000,,,,,,,,,,,,,,,,,,,,,,,,,2
CloudCamp,cloudcamp,no,"northwestern-university, rensselaer-polytechnic-institute","Electrical engineering, Computing and Systems Engineering","VP, Product Marketing & Management, Founder and Principal Analyst",2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CureTogether,curetogether,no,,,Co-Founder,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
DealDivine,dealdivine,no,,,,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Dynamical Software,dynamical-software,no,,,Founder,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
eHealthMe,ehealthme,no,,,"CEO, CEO",2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Farmsphere,farmsphere,no,"university-of-buenos-aires, university-of-buenos-aires","Business Administration, Information Systems","Head of Partnerships, Amazon Business Europe, Co-Founder & COO, Head of Partner Solutions, Amazon Business, Co-Founder & COO",2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Filmmortal,filmmortal,no,,,"Managing Director, CEO, Co-Founder, Managing Director, Managing Director",2008,"Mountain View, California",no,2010:40000,"Advertising, Brand Marketing",2010:65000,2009:50000,,,,,,,,,,,,,,,,,,,,,,,,3
Fuzzyshot,fuzzyshot,no,uc-berkeley-college-of-engineering,Electrical Engineering and Computer Science,"Co-Founder, Co-Founder, Director, Technical Marketing",2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Genre,genre,no,"ball-state-university, lincoln-law-school-of-san-jose","Liberal Arts; Journalism (Public Relations) and Organizational Communication, Law, Intellectual Property","Editor in Chief, Founder, Operations Manager, Banking, Fiance, and Venture Capital Editor, Director, Chief Executive Officer, Associate News Director/Reporter, Senior Consultant",2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
GV,google-ventures,no,middlebury-college,Neurosciences,"Member of the Board of Directors, Borad of director, Team Member, Board Member, Member of the Board of Directors, Member of the Board of Directors, Founder (Burlee.com), Founder & CEO, Board Member, Founder, Member of the Board of Directors",2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Hotspur Technologies,hotspur-technologies,no,"tennessee-tech-university, tennessee-tech-university","Mechanical Engineering, Mechanical Engineering","Co-Founder and Chairman, Co - Founder, Chairman, Co - Founder / President / CEO, Director, Executive Director, Board Chairman, Co - Founder (Embolic Protection), Co-Founder and Director, Executive Chairman and Co-Founder, Board Chairman, Co - Founder, Co - Founder & Managing Partner, Executive Chairman, Co - Founder, Director & Chairman, Board Chairman, Board Director, Co - Founder, Co-Founder, Board Director (Kerberos), Co - Founder, Director & Chairman, Chairman & CEO, Board Member",2008,"Mountain View, California",no,2011:3680000,"Customer Service, Health Care, Health Diagnostics",2011:1141155,2009:3749995,2009:1750000,2008:1250000,,,,,,,,,,,,,,,,,,,,,,5
Increo Solutions,increo-solutions,no,stanford-university,Computer Science,"Chief Technology Officer, CEO, Senior Director, Web Application Engineering, Director of Web Application Engineering, Senior Engineering Manager, Web Application Engineering, Chairman of the Board, Software Engineer, Vice President of Engineering, Advisor, Board Director, Board Director",2008,"Mountain View, California",no,2008:500000,"Cloud Storage, Document Management, File Sharing",,,,,,,,,,,,,,,,,,,,,,,,,,1
Interfaith 360,interfaith-360,no,,,,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
jamcode,jam-code,no,university-of-sydney,Computer Science,"Director of Product Management, Co-Founder, CEO & Co-Founder, Director of Product Management, CEO, CEO & Co-Founder",2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
London Futurists,london-futurists,no,,,,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Loqu8,loqu8,no,,,,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Luminate,luminate,no,,,Co-Founder & Chief Movement Officer,2008,"Mountain View, California",no,2012:10700000,"Advertising, Content, Crowdsourcing, Internet, Machine Learning",2010:12000000,2009:5750000,,,,,,,,,,,,,,,,,,,,,,,,3
"MobiDigger, Inc.",mobidigger-inc,no,,,,2008,"Mountain View, California",yes,0,"Information Technology, iOS, Messaging, Mobile, Mobile Apps",,,,,,,,,,,,,,,,,,,,,,,,,,1
MyFit,myfit,no,duke-university,Biomedical Engineering,"Co-Founder & Chief Executive Officer, Research Assistant, Founder & Chief Executive Officer, Board Member, Software Engineer, Chief Technology Officer",2008,"Mountain View, California",yes,2009:1000000,"Education, Fitness",0,,,,,,,,,,,,,,,,,,,,,,,,,2
"Nalu Real Estate Agent In India, Bangalore",nalu-real-estate-agent-in-india-bangalore,no,,,,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Nimbula,nimbula,no,,,"Co- CEO & CTO, Co-Founder and VP Products, Advisor, Board member",2008,"Mountain View, California",no,2010:15000000,"Cloud Computing, Enterprise Software, Infrastructure, Software, Virtualization",2010:5750000,,,,,,,,,,,,,,,,,,,,,,,,,2
Outright,outright,no,wharton-school-of-the-university-of-pennsylvania,Economics,"CPO, Advisor, CEO & Co-Founder",2008,"Mountain View, California",no,2009:5500000,"Accounting, Enterprise Software",2008:2000000,,,,,,,,,,,,,,,,,,,,,,,,,2
Playgraph,playgraph,no,north-carolina-state-university,Human Factors and Applied Cognition (Human-computer Interaction),Founder,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Purifi Recruiters,purifi-recruiters,no,,,,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Qontext,qontext,no,,,"Founder & CEO, Governing Council Member",2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Quantios,quantios,no,,,,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Ronin,ronin,no,,,,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ShopCity.com,shopcity-com,no,,,Founder & CTO,2008,"Mountain View, California",no,2008:1500000,"E-Commerce, Local Advertising, Local Business",,,,,,,,,,,,,,,,,,,,,,,,,,1
Snapture Labs,snapture-labs,no,,,"VP of Product, Co-Founder",2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Solar Implant Technologies,solar-implant-technologies,no,,,,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Teens in Tech Labs,teens-in-tech-networks,no,,,"Founder & CEO, Head of Business Development & Growth, Writer & Events Producer, Summer Associate, Co-Founder (Advisor), Special Projects, Director, Consumer Product & Technology, Advisor, Evangelist, Silicon Valley",2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Victrio,victrio,no,"university-of-california-berkeley, stanford-university","Electrical Engineering and Computer Science, Electrical Engineering","Technical Lead, Partner, Co-Founder, VP Engineering and Chief Security Officer, VP of Professional Services and Engineering",2008,"Mountain View, California",no,2010:5000000,"Cyber Security, Enterprise Software, Fraud Detection, Mobile, Security, Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
WattzOn,wattzon,no,,,"Board, Co-Founder and Chief Product and Marketing Officer, Chief Marketing Officer",2008,"Mountain View, California",yes,0,"Artificial Intelligence, Big Data, Clean Energy, Energy, Machine Learning",,,,,,,,,,,,,,,,,,,,,,,,,,1
WeLike LLC,welike-llc,no,,,CEO / Founder,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
xchema,xchema,no,,,,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Xlumena,xlumena,no,,,"Founder & Medical Director, Founder & Chairman of Medical Advisory Committee, Founder & Chief Medical Officer",2008,"Mountain View, California",no,2013:25000000,"Health Care, Medical, Wellness",2013:6000001,2012:5922681,2011:7000000,2010:2999999,,,,,,,,,,,,,,,,,,,,,,5
Zenergo,zenergo,no,,,"Co-Founder, President, CEO, CEO/Founder",2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Zoodles,zoodles,no,drexel-university,Computer Science,"Technical Lead, Chief Architect, Engineering Manager, CTO & co-founder, Sr. Software Engineer, Software Engineer",2008,"Mountain View, California",no,2010:2600000,"Apps, Children, Education, Gaming, Online Auctions",,,,,,,,,,,,,,,,,,,,,,,,,,1
AdEx Media,adex-media,no,university-of-southern-california,Real Estate,"President, Consulting for Leading Ecommerce Brands, President & Co-Founder, Chief Problem Solver, President and CEO",2008,"Mountain View, California",no,2009:2665604,"Advertising, Dietary Supplements",,,,,,,,,,,,,,,,,,,,,,,,,,1
AdMob,admob,no,"wharton-school-of-the-university-of-pennsylvania, university-of-california-los-angeles","unknown, Computer Science","Board Member, Senior Program Manager, Board Member, Board Member, Founder & Partner, Founder & CEO, VP of Mobile Ads, President & COO, Director, Member of the Board of Directors, Board Member, Partner, Board Member, Founder & CEO, Partner, Member of the Board of Directors, Founder & CEO",2006,"Mountain View, California",no,2009:12500000,"Ad Network, Advertising, Apps, Marketing, Mobile",2008:15700000,2007:15000000,2006:3600000,,,,,,,,,,,,,,,,,,,,,,,4
Aha,aha-2,no,,,,2008,"Mountain View, California",no,2009:3000000,"Internet, Internet Radio, Music, Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
Bump Technologies,bump-technologies,no,"booth-school-of-business, santa-clara-university","unknown, Electrical Engineering","Product Lead, Consumer, Co-founder, Product Manager, Data, Software Developer, Technical Sales & Marketing",2008,"Mountain View, California",yes,2011:16500000,"Apps, Mobile, Wireless",2009:3400000,0,,,,,,,,,,,,,,,,,,,,,,,,3
Duck Duck Moose,duck-duck-moose,no,school-of-visual-arts-3,Design,"Co-founder, Chief Design Officer",2008,"Mountain View, California",no,2012:7000000,"Android, Apps, EdTech, Education, iOS, Mobile",,,,,,,,,,,,,,,,,,,,,,,,,,1
EPR Retail News,epr-retail-news,no,,,,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Foghorn Consulting,foghorn-consulting,no,,,,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Hobby Thing,hobby-thing,no,,,,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
iCharts,icharts,no,,,Founder,2008,"Mountain View, California",yes,2016:5500000,"Analytics, Business Intelligence, Data Visualization, SaaS, Software",2014:4300000,2014:2000000,0,2012:3100000,2010:1400000,,,,,,,,,,,,,,,,,,,,,6
International Space Elevator Consortium,international-space-elevator-consortium,no,,,,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
MATRIXX Software,matrixx-software,no,college-of-william-and-mary,Information Technology and Operations Management,"Founder & VP Marketing, Consultant, Project Manager & Senior Software Engineer, Director, Product Marketing, Director, Product Solutions",2009,"Foster City, California",yes,2021:50000000,"Big Data, Mobile, Real Time, Software, Telecommunications, Wireless",2018:40000000,0,2016:5000000,0,2012:12600000,0,2011:12000000,2010:9000000,,,,,,,,,,,,,,,,,,9
Rallyon,rallyon,no,,,"Entrepreneur In Residence - Whitespace (R&D and Innovation), Head of Business Development - Innovation (Consultant), Co-Founder, Chairman, Head of Product",2008,"Mountain View, California",yes,0,"Enterprise Software, Health Care, Human Resources, Neuroscience",2011:1500000,,,,,,,,,,,,,,,,,,,,,,,,,2
Reve Marketing,socialtwist,no,,,"Technical Director, VP Product & Co-founder, Sr Development Manager, Web Initiatives Specialist, VP Innovation",2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tintri,tintri,no,"stanford-university, stanford-university","Computer Science, Computer Science","Co-Founder & Architect, Team Member, Vault Advisor",2008,"Mountain View, California",yes,0,"Cloud Computing, Cloud Data Services, Data Center, Enterprise Software, Hardware",2015:125000000,0,0,2014:75000000,2012:25000000,2011:18000000,2011:17000000,,,,,,,,,,,,,,,,,,,8
TouchPal,touchpal,no,,,,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tubular Insights (formerly ReelSEO),reelseo,no,,,"Advisory Board Member, Founder & CEO, Head Of Marketing, Editorial Director, Industry, VP Growth Marketing, Editorial Director, Industry Track",2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Vascular Dynamics,vascular-dynamics,no,,,,2008,"Mountain View, California",no,2020:33051662,"Hardware, Medical Device",2019:985000,2019:197000,2019:394000,2017:10400000,2015:16850000,2014:9714967,2012:13500000,,,,,,,,,,,,,,,,,,,8
WorkWyze,workwyze,no,,,,2008,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Akibot,akibot,no,,,"Founder/CEO, Team Member",2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
AMP Technologies,amp-technologies,no,,,,2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Apptizr,apptizr,no,,,,2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Boomplex,boomplex,no,,,Founder,2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
BrandGlue,brandglue,no,,,"Founder, Founder, Intern, Intern, Director of Research",2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CalmSea,calmsea,no,,,,2009,"Mountain View, California",yes,2012:1100000,"Advertising, Analytics, Big Data",0,2010:1050000,,,,,,,,,,,,,,,,,,,,,,,,3
CardMunch,cardmunch,no,carnegie-mellon-university,"Mechanical Engineering, Biomedical Engineering","Co-Founder & President, Mentor, 20 Under 20 Fellowship, Product Manager, Co-founder, Global Operations Leadership Development, Operations Engineer",2009,"Mountain View, California",yes,0,"Android, Contact Management, Crowdsourcing, iOS, Mobile",,,,,,,,,,,,,,,,,,,,,,,,,,1
CloudOn,cloudon,no,,,"Director, Product Management, CEO & Founder, CTO & Founder",2009,"Mountain View, California",no,2012:640000,"Cloud Computing, Enterprise Software, Mobile, Social Media",2012:16000000,2011:7700000,2010:1800000,,,,,,,,,,,,,,,,,,,,,,,4
DocMeIn,docmein,no,,,Co-Founder,2009,"Mountain View, California",yes,0,"Events, Health Care, Medical, Software",0,,,,,,,,,,,,,,,,,,,,,,,,,2
FatSkunk,fatskunk,no,university-of-california-san-diego,Computer Science,"Team Member, Chief Scientist, Research Fellow, Co-Founder, CTO, CTO",2009,"Mountain View, California",yes,2012:250000,"Digital Media, E-Signature, Software",0,,,,,,,,,,,,,,,,,,,,,,,,,2
FonGenie,fongenie,no,,,"President and CEO, Vice President & GM, Founder and CEO",2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Friend.ly,friend-ly,no,"stanford-graduate-school-of-business, harvard-university","Business, Chemistry, Physics","Investor / Advisor, Investor / Advisor, Investor, Mentor, Head of International Growth, Investor / Advisor, Board Member, Investor/Advisor, Co-Founder/CEO, Associate, Senior Associate Consultant, Investor / Advisor",2009,"Mountain View, California",no,2011:5000000,"Blogging Platforms, Social Media",,,,,,,,,,,,,,,,,,,,,,,,,,1
Genia Technologies,genia-technologies,no,,,,2009,"Mountain View, California",no,2013:10438672,"Biotechnology, Genetics, Health Care, Medical",,,,,,,,,,,,,,,,,,,,,,,,,,1
HealthLoop,healthloop,no,"georgetown-university-school-of-medicine, university-of-california-berkeley","Medicine, Anatomy/Physiology","Founder & CEO, Founder & Chairman, Advisor, North American Physician Advisory Board, advisor, advisor, Medical Advisor, advisor, advisor, Board Member, advisor, Founder of Private Medical, health advisor to the Aspen Institute, Advisor, Board Member, advisor, Advisory Board Member, Founder, Chairman, Medical Consultant, Advisor, advisor, Founder, Editor In Chief, Expert Panelist - Giving Physicians a Seat at the Health Care Innovation Table",2009,"Mountain View, California",yes,2017:8400000,"Apps, Health Care, SaaS",0,2013:13150574,0,0,,,,,,,,,,,,,,,,,,,,,,5
High Cloud Security,high-cloud-security,no,,,Founder,2009,"Mountain View, California",no,2013:1650000,"Cloud Security, Enterprise Software, Security, Virtualization",,,,,,,,,,,,,,,,,,,,,,,,,,1
Institute for Environmental Nanotechnology,institute-for-environmental-nanotechnology,no,,,,2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lexity,lexity,no,university-of-southern-california,Computer Science,"VP Product Management, Mentor, President, VP & Head, Yahoo Small Business, Founder & CEO, Director, Product Management - Searchmonkey, Yahoo!, Founder & CEO",2009,"Mountain View, California",no,2011:4500000,"E-Commerce, Enterprise Software, PaaS",2009:1200000,,,,,,,,,,,,,,,,,,,,,,,,,2
LignUp,lignup,no,,,Co-founder,2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
LookFlow,lookflow,no,"university-of-cambridge, university-of-cambridge, university-college-london-ucl, university-of-cambridge","Physics, Natural Sciences, Computational Neuroscience, Natural Sciences","A.I. Research Scientist, Co-Founder & CTO, A.I. Architect",2009,"Mountain View, California",yes,0,"Artificial Intelligence, Image Recognition, Photography",,,,,,,,,,,,,,,,,,,,,,,,,,1
OliveWoo,olivewoo,no,massachusetts-institute-of-technology-mit,Electrical Engineering & Computer Science & Comparative Media Studies,"Co-Founder & CTO, User Interface Software Developer, Co-Founder, Advisor, Chief Technology Officer, Team Member",2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Open Medicine Institute,open-medicine-institute,no,,,Director & Founder,2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Ostial Corporation,ostial-corporation,no,"tennessee-tech-university, tennessee-tech-university","Mechanical Engineering, Mechanical Engineering","Co-Founder and Chairman, Co - Founder, Chairman, Co - Founder / President / CEO, Director, Executive Director, Board Chairman, Co - Founder (Embolic Protection), Co-Founder and Director, Executive Chairman and Co-Founder, Board Chairman, Co - Founder, Co - Founder & Managing Partner, Executive Chairman, Co - Founder, Director & Chairman, Board Chairman, Board Director, Co - Founder, Co-Founder, Board Director (Kerberos), Co - Founder, Director & Chairman, Chairman & CEO, Board Member",2010,"Campbell, California",no,2019:2700821,"Health Care, Manufacturing, Medical",,,,,,,,,,,,,,,,,,,,,,,,,,1
Parents Guild,parents-guild,no,,,Co-founder,2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pretty Simple Solutions(dba: TruEquity),truequity,no,bar-ilan-university,"Economics, Accounting","Co-founder, Venture Partner, Board Member and Audit Committee Chair, Founder, Director, Board Member, Chief Financial Officer, CFO, Managing Director, Director Board Of Directors, Advisor to the Board, Chief Financial Officer, Director Board Of Directors, Board Member, Chief Financial Officer",2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
psychiatryRounds,psychiatryrounds,no,,,,2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pure Storage,pure-storage,no,"harvard-business-school, university-of-arizona","unknown, unknown","Managing Director, Founding Investor & Board Member, VP of Product Marketing and Product Management, Series B Investor and Board Member, Analyst, Investor, Founding Investor & Board Member, Member of the Board of Directors, Campus Representative, Director, Founding Investor and Board Member, Founding Investor and Board Member, Vice President, Community, Associate, Board Observer, CEO, Founding Investor & Board Member, Founding Investor and Board Member, Director, Co-Founder, Director of Marketing, Lecturer In Management, Founding Investor & Board Member, Co-founder and CEO, Founding Investor and Board Member, Vice President Product Management and Product Marketing, Board Member, Director, Founding Investor and Board Member",2009,"Mountain View, California",no,2014:60000000,"Cloud Computing, Data Storage, Enterprise Software",2014:225000000,2013:150000000,2012:40000000,2012:856468,2011:30000000,2010:18400004,2009:5000000,,,,,,,,,,,,,,,,,,,8
Rockmelt,rockmelt,no,,,"CTO, CTO, Server Product Division, Co-Founder, Director, Director, VP Technology, Co-Founder, Chairman & CTO, Co-founder, CTO, and President of Product Operations, Co-Founder, CTO, Member, Advisor",2009,"Mountain View, California",no,2011:30000000,"Apps, Browser Extensions, Social Media",2009:8200000,2009:1675000,,,,,,,,,,,,,,,,,,,,,,,,3
Runa,runa,no,,,"Visiting Research Fellow, VP of Network Engineering, Advisor, CTO / SVP Engineering, Board of Advisors, Board of Advisors, CTO / Founding Team, Consultant, Consultant Developer, Co-Founder / Principal, Consultant, Program Chair, Advisor & Developer, Software Engineering Manager, Consultant Developer, Advisor, Cloud Architect",2009,"Mountain View, California",yes,0,"Advertising, Clean Energy, Coffee, E-Commerce, Food Processing, Real Time, Tea",2014:5750000,2013:1179087,2012:1000000,2010:9200000,,,,,,,,,,,,,,,,,,,,,,5
Saygent,saygent,no,"massachusetts-institute-of-technology-sloan-school-of-management, university-of-wisconsin-madison","New Product Development, Computer Science","Web Developer, Product Manager and Developer, Senior Product Manager, CTO, Co-Founder, Director of Operations",2009,"Mountain View, California",no,2012:1000000,"Analytics, Audio, Enterprise Software, Market Research, SaaS, Software",2011:1000000,,,,,,,,,,,,,,,,,,,,,,,,,2
Semantic Press,semantic-press,no,,,Founder,2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Sliced Simple,sliced-simple,no,,,Co-Founder and VP of Engineering,2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SnapItTo.Me,snapitto-me,no,,,CEO & Founder,2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Think Mantra,think-mantra,no,california-state-university,Computer Science (Networking),"Founder & CEO, Data Operations Administrator, Founder, Data Operations Specialist",2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tunerfish,tunerfish,no,"stanford-university, massachusetts-institute-of-technology-mit","unknown, unknown","CMO, Founder, General Manager, VP of Marketing, COO",2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
TweetMeNews,tweetmenews,no,purdue-university,unknown,"Founder & CEO, Product Manager, CEO & Founder, Director of Product & Technology, Team Member, Product Manager, Founder",2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Vaporware Labs,vaporware-labs,no,,,"Founder, CEO and Co-Founder, Advisor, Advisor, Advisor, Founder, Founder, Startup Grind, Product Manager, Founder",2009,"Mountain View, California",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Votizen,votizen,no,,,CoFounder,2009,"Mountain View, California",no,2012:750000,"Law Enforcement, Politics, Social Media",2010:1500000,,,,,,,,,,,,,,,,,,,,,,,,,2
ADARA,adara-media,no,,,Co-Founder & CTO,2009,"Mountain View, California",yes,0,"Advertising, Internet, Travel",2015:23000000,2013:20000000,2012:12400000,2011:11715160,0,,,,,,,,,,,,,,,,,,,,,6
Addepar,addepar,no,princeton-university,Politics,"Trustee and Member of the Investment Committee, Head of Impact, Founder, Co-CFO, Advisor, Head of ImPact, General Partner, Global Director, Member of the Executive Committee of the Board of Trustees",2009,"Mountain View, California",yes,2021:130000000,"Analytics, Financial Services, FinTech, SaaS, Wealth Management",2021:1650000,2021:150000000,2020:117000000,2020:40000000,0,0,2017:140000000,2014:50000000,0,2011:15839694,0,,,,,,,,,,,,,,,12
Aerospike,aerospike,no,university-of-wisconsin-madison,Computer Science,Chief Product Officer & Founder,2009,"Mountain View, California",no,2019:32000000,"Analytics, Auctions, Big Data, Database, Real Time, Software, Transaction Processing",2014:20000000,2012:8000000,2011:2000000,,,,,,,,,,,,,,,,,,,,,,,4
Base,base-crm,no,"booth-school-of-business, tel-aviv-university","Strategic Management & Entrepreneurship, Economics & Management","Co-Founder & CEO, Mentor, Chief Explorer, Local Leader - Israel",2009,"Mountain View, California",no,2015:30000000,"Analytics, CRM, Enterprise Software, Mobile, SaaS, Sales, Software, Web Hosting",2014:15000000,2012:6800000,2012:6800000,2011:1100000,2011:1459410,,,,,,,,,,,,,,,,,,,,,6
BeyondJob.com,beyondjob-com,no,,,Founder,2009,"Mountain View, California",no,2011:549000,"E-Commerce Platforms, Recruiting, Social Network",,,,,,,,,,,,,,,,,,,,,,,,,,1
Bloomreach,bloomreach,no,,,"Executive Vice President, EMEA, Mentor, Co-Founder, CMO and Founder",2009,"Mountain View, California",no,2021:150000000,"Artificial Intelligence, Developer APIs, E-Commerce, Sales Automation, UX Design",2016:56000000,2012:25000000,2010:11000000,2009:5000000,,,,,,,,,,,,,,,,,,,,,,5
